CATALOG_NBR;STRM;SESSION_CODE;CLASS_SECTION;SEQ;CLASS_EXAM_TYPE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;FACILITY_ID;DESCR;STRM_ID
3013687;2093;1;DF1;      1;FIN;2009-12-16 18:30;2009-12-16 21:30; ; ;20931
3013687;2093;1;J01;      1; ;2009-09-03 12:00;2009-09-03 15:00;3064; ;20931
3013687;2093;1;J01;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;BDCA;A à SOBE;20931
3013687;2093;1;J01;      2; ;2009-09-10 12:00;2009-09-10 15:00;3064; ;20931
3013687;2093;1;J01;      2;INTR;2009-11-03 18:30;2009-11-03 21:30;DBEA;SOBF à Z;20931
3013687;2093;1;J01;      3; ;2009-09-17 12:00;2009-09-17 15:00;3064; ;20931
3013687;2093;1;J01;      3;FIN;2009-12-16 18:30;2009-12-16 21:30;4.460;A à MART;20931
3013687;2093;1;J01;      4; ;2009-09-24 12:00;2009-09-24 15:00;3064; ;20931
3013687;2093;1;J01;      4;FIN;2009-12-16 18:30;2009-12-16 21:30;3068;MARU à Z;20931
3013687;2093;1;J01;      5; ;2009-10-01 12:00;2009-10-01 15:00;3064; ;20931
3013687;2093;1;J01;      6; ;2009-10-08 12:00;2009-10-08 15:00;3064; ;20931
3013687;2093;1;J01;      7; ;2009-10-15 12:00;2009-10-15 15:00;3064; ;20931
3013687;2093;1;J01;      8; ;2009-11-05 12:00;2009-11-05 15:00;3064; ;20931
3013687;2093;1;J01;      9; ;2009-11-12 12:00;2009-11-12 15:00;3064; ;20931
3013687;2093;1;J01;     10; ;2009-11-19 12:00;2009-11-19 15:00;3064; ;20931
3013687;2093;1;J01;     11; ;2009-11-26 12:00;2009-11-26 15:00;3064; ;20931
3013687;2093;1;J01;     12; ;2009-12-03 12:00;2009-12-03 15:00;3064; ;20931
3013687;2093;1;S02;      1; ;2009-08-31 18:45;2009-08-31 21:45;3043; ;20931
3013687;2093;1;S02;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;PGAM;A à PALO;20931
3013687;2093;1;S02;      2; ;2009-09-14 18:45;2009-09-14 21:45;3043; ;20931
3013687;2093;1;S02;      2;INTR;2009-11-03 18:30;2009-11-03 21:30;COGE;PALP à Z;20931
3013687;2093;1;S02;      3; ;2009-09-21 18:45;2009-09-21 21:45;3043; ;20931
3013687;2093;1;S02;      3;FIN;2009-12-16 18:30;2009-12-16 21:30;3010;A à LAUZ;20931
3013687;2093;1;S02;      4; ;2009-09-28 18:45;2009-09-28 21:45;3043; ;20931
3013687;2093;1;S02;      4;FIN;2009-12-16 18:30;2009-12-16 21:30;3049;LAVA à Z;20931
3013687;2093;1;S02;      5; ;2009-10-05 18:45;2009-10-05 21:45;3043; ;20931
3013687;2093;1;S02;      6; ;2009-10-13 18:45;2009-10-13 21:45;3043; ;20931
3013687;2093;1;S02;      7; ;2009-10-19 18:45;2009-10-19 21:45;3043; ;20931
3013687;2093;1;S02;      8; ;2009-11-09 18:45;2009-11-09 21:45;3043; ;20931
3013687;2093;1;S02;      9; ;2009-11-16 18:45;2009-11-16 21:45;3043; ;20931
3013687;2093;1;S02;     10; ;2009-11-23 18:45;2009-11-23 21:45;3043; ;20931
3013687;2093;1;S02;     11; ;2009-11-30 18:45;2009-11-30 21:45;3043; ;20931
3013687;2093;1;S02;     12; ;2009-12-07 18:45;2009-12-07 21:45;3043; ;20931
3013687;2101;1;DF1;      1;FIN;2010-04-25 09:00;2010-04-25 12:00; ; ;21011
3013687;2101;1;J01;      1; ;2010-01-06 12:00;2010-01-06 15:00;4.420; ;21011
3013687;2101;1;J01;      1;INTR;2010-03-07 09:00;2010-03-07 12:00; ; ;21011
3013687;2101;1;J01;      2; ;2010-01-13 12:00;2010-01-13 15:00;4.420; ;21011
3013687;2101;1;J01;      2;FIN;2010-04-25 09:00;2010-04-25 12:00; ; ;21011
3013687;2101;1;J01;      3; ;2010-01-20 12:00;2010-01-20 15:00;4.420; ;21011
3013687;2101;1;J01;      4; ;2010-01-27 12:00;2010-01-27 15:00;4.420; ;21011
3013687;2101;1;J01;      5; ;2010-02-03 12:00;2010-02-03 15:00;4.420; ;21011
3013687;2101;1;J01;      6; ;2010-02-10 12:00;2010-02-10 15:00;4.420; ;21011
3013687;2101;1;J01;      7; ;2010-02-17 12:00;2010-02-17 15:00;4.420; ;21011
3013687;2101;1;J01;      8; ;2010-03-10 12:00;2010-03-10 15:00;4.420; ;21011
3013687;2101;1;J01;      9; ;2010-03-17 12:00;2010-03-17 15:00;4.420; ;21011
3013687;2101;1;J01;     10; ;2010-03-24 12:00;2010-03-24 15:00;4.420; ;21011
3013687;2101;1;J01;     11; ;2010-03-31 12:00;2010-03-31 15:00;4.420; ;21011
3013687;2101;1;J01;     12; ;2010-04-07 12:00;2010-04-07 15:00;4.420; ;21011
3013687;2101;1;S01;      1; ;2010-01-06 18:45;2010-01-06 21:45;PGAM; ;21011
3013687;2101;1;S01;      1;INTR;2010-03-07 09:00;2010-03-07 12:00; ; ;21011
3013687;2101;1;S01;      2; ;2010-01-13 18:45;2010-01-13 21:45;PGAM; ;21011
3013687;2101;1;S01;      2;FIN;2010-04-25 09:00;2010-04-25 12:00; ; ;21011
3013687;2101;1;S01;      3; ;2010-01-20 18:45;2010-01-20 21:45;PGAM; ;21011
3013687;2101;1;S01;      4; ;2010-01-27 18:45;2010-01-27 21:45;PGAM; ;21011
3013687;2101;1;S01;      5; ;2010-02-03 18:45;2010-02-03 21:45;PGAM; ;21011
3013687;2101;1;S01;      6; ;2010-02-10 18:45;2010-02-10 21:45;PGAM; ;21011
3013687;2101;1;S01;      7; ;2010-02-17 18:45;2010-02-17 21:45;PGAM; ;21011
3013687;2101;1;S01;      8; ;2010-03-10 18:45;2010-03-10 21:45;PGAM; ;21011
3013687;2101;1;S01;      9; ;2010-03-17 18:45;2010-03-17 21:45;PGAM; ;21011
3013687;2101;1;S01;     10; ;2010-03-24 18:45;2010-03-24 21:45;PGAM; ;21011
3013687;2101;1;S01;     11; ;2010-03-31 18:45;2010-03-31 21:45;PGAM; ;21011
3013687;2101;1;S01;     12; ;2010-04-07 18:45;2010-04-07 21:45;PGAM; ;21011
3013687;2102;1;DF1;      1;FIN;2010-06-28 18:30;2010-06-28 21:30; ; ;21021
3013687;2102;1;S01;      1; ;2010-05-06 18:45;2010-05-06 21:45; ; ;21021
3013687;2102;1;S01;      1;INTR;2010-05-31 18:30;2010-05-31 21:30; ; ;21021
3013687;2102;1;S01;      2; ;2010-05-10 18:45;2010-05-10 21:45; ; ;21021
3013687;2102;1;S01;      2;FIN;2010-06-28 18:30;2010-06-28 21:30; ; ;21021
3013687;2102;1;S01;      3; ;2010-05-13 18:45;2010-05-13 21:45; ; ;21021
3013687;2102;1;S01;      4; ;2010-05-17 18:45;2010-05-17 21:45; ; ;21021
3013687;2102;1;S01;      5; ;2010-05-20 18:45;2010-05-20 21:45; ; ;21021
3013687;2102;1;S01;      6; ;2010-05-24 18:45;2010-05-24 21:45; ; ;21021
3013687;2102;1;S01;      7; ;2010-05-27 18:45;2010-05-27 21:45; ; ;21021
3013687;2102;1;S01;      8; ;2010-06-07 18:45;2010-06-07 21:45; ; ;21021
3013687;2102;1;S01;      9; ;2010-06-10 18:45;2010-06-10 21:45; ; ;21021
3013687;2102;1;S01;     10; ;2010-06-14 18:45;2010-06-14 21:45; ; ;21021
3013687;2102;1;S01;     11; ;2010-06-17 18:45;2010-06-17 21:45; ; ;21021
3013687;2102;1;S01;     12; ;2010-06-21 18:45;2010-06-21 21:45; ; ;21021
3013794;2093;1;DF1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
3013794;2093;1;DF1;      1;FIN;2009-12-20 13:30;2009-12-20 16:30;SSAU;TOUS;20931
3013794;2093;1;Z30;      1; ;2009-09-04 18:45;2009-09-04 21:45;MHUS; ;20931
3013794;2093;1;Z30;      1;FIN;2009-12-20 13:30;2009-12-20 16:30;SONY;A à MAHE;20931
3013794;2093;1;Z30;      2; ;2009-09-11 18:45;2009-09-11 21:45;EYOU; ;20931
3013794;2093;1;Z30;      2;FIN;2009-12-20 13:30;2009-12-20 16:30;SSAU;MAHF à Z;20931
3013794;2093;1;Z30;      3; ;2009-09-18 18:45;2009-09-18 21:45;MHUS; ;20931
3013794;2093;1;Z30;      4; ;2009-09-25 18:45;2009-09-25 21:45;MHUS; ;20931
3013794;2093;1;Z30;      5; ;2009-10-02 18:45;2009-10-02 21:45;MHUS; ;20931
3013794;2093;1;Z30;      6; ;2009-10-09 18:45;2009-10-09 21:45;MHUS; ;20931
3013794;2093;1;Z30;      7; ;2009-10-16 18:45;2009-10-16 21:45;MHUS; ;20931
3013794;2093;1;Z30;      8; ;2009-11-06 18:45;2009-11-06 21:45;MHUS; ;20931
3013794;2093;1;Z30;      9; ;2009-11-13 18:45;2009-11-13 21:45;MHUS; ;20931
3013794;2093;1;Z30;     10; ;2009-11-20 18:45;2009-11-20 21:45;CGI; ;20931
3013794;2093;1;Z30;     11; ;2009-11-27 18:45;2009-11-27 21:45;MHUS; ;20931
3013794;2093;1;Z30;     12; ;2009-12-04 18:45;2009-12-04 21:45;MHUS; ;20931
3013794;2101;1;DF1;      1;FIN;2010-04-30 18:30;2010-04-30 21:30; ; ;21011
3013794;2101;1;J01;      1; ;2010-01-04 15:30;2010-01-04 18:30;PWCO; ;21011
3013794;2101;1;J01;      1;FIN;2010-04-30 18:30;2010-04-30 21:30; ; ;21011
3013794;2101;1;J01;      2; ;2010-01-11 15:30;2010-01-11 18:30;PWCO; ;21011
3013794;2101;1;J01;      3; ;2010-01-18 15:30;2010-01-18 18:30;PWCO; ;21011
3013794;2101;1;J01;      4; ;2010-01-25 15:30;2010-01-25 18:30;PWCO; ;21011
3013794;2101;1;J01;      5; ;2010-02-01 15:30;2010-02-01 18:30;PWCO; ;21011
3013794;2101;1;J01;      6; ;2010-02-08 15:30;2010-02-08 18:30;PWCO; ;21011
3013794;2101;1;J01;      7; ;2010-02-15 15:30;2010-02-15 18:30;PWCO; ;21011
3013794;2101;1;J01;      8; ;2010-03-08 15:30;2010-03-08 18:30;PWCO; ;21011
3013794;2101;1;J01;      9; ;2010-03-15 15:30;2010-03-15 18:30;PWCO; ;21011
3013794;2101;1;J01;     10; ;2010-03-22 15:30;2010-03-22 18:30;2.130; ;21011
3013794;2101;1;J01;     11; ;2010-03-29 15:30;2010-03-29 18:30;PWCO; ;21011
3013794;2101;1;J01;     12; ;2010-04-12 15:30;2010-04-12 18:30;PWCO; ;21011
3013794;2101;1;Z30;      1; ;2010-01-07 18:45;2010-01-07 21:45;3034; ;21011
3013794;2101;1;Z30;      1;FIN;2010-04-30 18:30;2010-04-30 21:30; ; ;21011
3013794;2101;1;Z30;      2; ;2010-01-14 18:45;2010-01-14 21:45;3034; ;21011
3013794;2101;1;Z30;      3; ;2010-01-21 18:45;2010-01-21 21:45;3034; ;21011
3013794;2101;1;Z30;      4; ;2010-01-28 18:45;2010-01-28 21:45;3034; ;21011
3013794;2101;1;Z30;      5; ;2010-02-04 18:45;2010-02-04 21:45;3034; ;21011
3013794;2101;1;Z30;      6; ;2010-02-11 18:45;2010-02-11 21:45;3034; ;21011
3013794;2101;1;Z30;      7; ;2010-02-18 18:45;2010-02-18 21:45;3034; ;21011
3013794;2101;1;Z30;      8; ;2010-03-11 18:45;2010-03-11 21:45;3034; ;21011
3013794;2101;1;Z30;      9; ;2010-03-18 18:45;2010-03-18 21:45;3034; ;21011
3013794;2101;1;Z30;     10; ;2010-03-25 18:45;2010-03-25 21:45;CGI; ;21011
3013794;2101;1;Z30;     11; ;2010-04-01 18:45;2010-04-01 21:45;3034; ;21011
3013794;2101;1;Z30;     12; ;2010-04-08 18:45;2010-04-08 21:45;3034; ;21011
3013794;2102;1;DF1;      1;FIN;2010-06-30 18:30;2010-06-30 21:30; ; ;21021
3013794;2102;1;S01;      1; ;2010-05-08 09:00;2010-05-08 12:00; ; ;21021
3013794;2102;1;S01;      1;FIN;2010-06-30 18:30;2010-06-30 21:30; ; ;21021
3013794;2102;1;S01;      2; ;2010-05-12 18:45;2010-05-12 21:45; ; ;21021
3013794;2102;1;S01;      3; ;2010-05-15 09:00;2010-05-15 12:00; ; ;21021
3013794;2102;1;S01;      4; ;2010-05-19 18:45;2010-05-19 21:45; ; ;21021
3013794;2102;1;S01;      5; ;2010-05-22 09:00;2010-05-22 12:00; ; ;21021
3013794;2102;1;S01;      6; ;2010-05-26 18:45;2010-05-26 21:45; ; ;21021
3013794;2102;1;S01;      7; ;2010-05-29 09:00;2010-05-29 12:00; ; ;21021
3013794;2102;1;S01;      8; ;2010-06-09 18:45;2010-06-09 21:45; ; ;21021
3013794;2102;1;S01;      9; ;2010-06-12 09:00;2010-06-12 12:00; ; ;21021
3013794;2102;1;S01;     10; ;2010-06-16 18:45;2010-06-16 21:45; ; ;21021
3013794;2102;1;S01;     11; ;2010-06-19 09:00;2010-06-19 12:00; ; ;21021
3013794;2102;1;S01;     12; ;2010-06-23 18:45;2010-06-23 21:45; ; ;21021
3014080;2093;1;DF1;      1;FIN;2009-12-12 09:00;2009-12-12 12:00; ; ;20931
3014080;2093;1;IF1;      1; ;2009-09-12 09:00;2009-09-12 16:00;3066; ;20931
3014080;2093;1;IF1;      1;FIN;2009-12-12 09:00;2009-12-12 12:00;3009;A à PAGE;20931
3014080;2093;1;IF1;      2; ;2009-09-26 09:00;2009-09-26 16:00;3066; ;20931
3014080;2093;1;IF1;      2;FIN;2009-12-12 09:00;2009-12-12 12:00;3034;PAGF à Z;20931
3014080;2093;1;IF1;      3; ;2009-10-17 09:00;2009-10-17 16:00;3066; ;20931
3014080;2093;1;IF1;      4; ;2009-11-07 09:00;2009-11-07 16:00;3066; ;20931
3014080;2093;1;IF1;      5; ;2009-11-21 09:00;2009-11-21 16:00;3066; ;20931
3014080;2093;1;IF1;      6; ;2009-12-05 09:00;2009-12-05 16:00;3066; ;20931
3014594;2093;1;DF1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
3014594;2093;1;DF1;      1;FIN;2009-12-14 18:30;2009-12-14 21:30;3049;TOUS;20931
3015003;2093;1;F01;      1; ;2009-08-29 09:00;2009-08-29 12:00;3063; ;20931
3015003;2093;1;F01;      2; ;2009-09-12 09:00;2009-09-12 12:00;3063; ;20931
3015003;2093;1;F01;      3; ;2009-09-19 09:00;2009-09-19 12:00;3063; ;20931
3015003;2093;1;F01;      4; ;2009-09-26 09:00;2009-09-26 12:00;3063; ;20931
3015003;2093;1;F01;      5; ;2009-10-03 09:00;2009-10-03 12:00;3063; ;20931
3015003;2093;1;F01;      6; ;2009-10-10 09:00;2009-10-10 12:00;3063; ;20931
3015003;2093;1;F01;      7; ;2009-10-17 09:00;2009-10-17 12:00;3063; ;20931
3015003;2093;1;F01;      8; ;2009-11-07 09:00;2009-11-07 12:00;3063; ;20931
3015003;2093;1;F01;      9; ;2009-11-14 09:00;2009-11-14 12:00;3063; ;20931
3015003;2093;1;F01;     10; ;2009-11-21 09:00;2009-11-21 12:00;3063; ;20931
3015003;2093;1;F01;     11; ;2009-11-28 09:00;2009-11-28 12:00;3063; ;20931
3015003;2093;1;F01;     12; ;2009-12-05 09:00;2009-12-05 12:00;3063; ;20931
3015003;2101;1;S01;      1; ;2010-01-06 18:45;2010-01-06 21:45;PWCO; ;21011
3015003;2101;1;S01;      2; ;2010-01-13 18:45;2010-01-13 21:45;PWCO; ;21011
3015003;2101;1;S01;      3; ;2010-01-20 18:45;2010-01-20 21:45;PWCO; ;21011
3015003;2101;1;S01;      4; ;2010-01-27 18:45;2010-01-27 21:45;PWCO; ;21011
3015003;2101;1;S01;      5; ;2010-02-03 18:45;2010-02-03 21:45;PWCO; ;21011
3015003;2101;1;S01;      6; ;2010-02-10 18:45;2010-02-10 21:45;PWCO; ;21011
3015003;2101;1;S01;      7; ;2010-02-17 18:45;2010-02-17 21:45;PWCO; ;21011
3015003;2101;1;S01;      8; ;2010-03-10 18:45;2010-03-10 21:45;PWCO; ;21011
3015003;2101;1;S01;      9; ;2010-03-17 18:45;2010-03-17 21:45;PWCO; ;21011
3015003;2101;1;S01;     10; ;2010-03-24 18:45;2010-03-24 21:45;PWCO; ;21011
3015003;2101;1;S01;     11; ;2010-03-31 18:45;2010-03-31 21:45;PWCO; ;21011
3015003;2101;1;S01;     12; ;2010-04-07 18:45;2010-04-07 21:45;PWCO; ;21011
301504;2093;1;A01;      1; ;2009-08-31 15:30;2009-08-31 18:30;3047; ;20931
301504;2093;1;A01;      1;INTR;2009-10-22 13:30;2009-10-22 16:30;BDCA;TOUS;20931
301504;2093;1;A01;      2; ;2009-09-14 15:30;2009-09-14 18:30;3047; ;20931
301504;2093;1;A01;      2;FIN;2009-12-19 13:30;2009-12-19 16:30;NMGA;A à MATH;20931
301504;2093;1;A01;      3; ;2009-09-21 15:30;2009-09-21 18:30;3047; ;20931
301504;2093;1;A01;      3;FIN;2009-12-19 13:30;2009-12-19 16:30;COGE;MATI à Z;20931
301504;2093;1;A01;      4; ;2009-09-28 15:30;2009-09-28 18:30;3047; ;20931
301504;2093;1;A01;      5; ;2009-10-05 15:30;2009-10-05 18:30;3047; ;20931
301504;2093;1;A01;      6; ;2009-10-13 15:30;2009-10-13 18:30;3047; ;20931
301504;2093;1;A01;      7; ;2009-10-19 15:30;2009-10-19 18:30;3047; ;20931
301504;2093;1;A01;      8; ;2009-11-09 15:30;2009-11-09 18:30;3047; ;20931
301504;2093;1;A01;      9; ;2009-11-16 15:30;2009-11-16 18:30;3047; ;20931
301504;2093;1;A01;     10; ;2009-11-23 15:30;2009-11-23 18:30;3047; ;20931
301504;2093;1;A01;     11; ;2009-11-30 15:30;2009-11-30 18:30;3047; ;20931
301504;2093;1;A01;     12; ;2009-12-07 15:30;2009-12-07 18:30;3047; ;20931
301504;2093;1;DF1;      1;FIN;2009-12-19 13:30;2009-12-19 16:30; ; ;20931
301705;2101;1;A01;      1; ;2010-01-05 12:00;2010-01-05 15:00;NMGA; ;21011
301705;2101;1;A01;      1;FIN;2010-04-25 09:00;2010-04-25 12:00; ; ;21011
301705;2101;1;A01;      2; ;2010-01-12 12:00;2010-01-12 15:00;SHUB; ;21011
301705;2101;1;A01;      3; ;2010-01-19 12:00;2010-01-19 15:00;NMGA; ;21011
301705;2101;1;A01;      4; ;2010-01-26 12:00;2010-01-26 15:00;NMGA; ;21011
301705;2101;1;A01;      5; ;2010-02-02 12:00;2010-02-02 15:00;LLAB; ;21011
301705;2101;1;A01;      6; ;2010-02-09 12:00;2010-02-09 15:00;NMGA; ;21011
301705;2101;1;A01;      7; ;2010-02-16 12:00;2010-02-16 15:00;NMGA; ;21011
301705;2101;1;A01;      8; ;2010-03-09 12:00;2010-03-09 15:00;NMGA; ;21011
301705;2101;1;A01;      9; ;2010-03-16 12:00;2010-03-16 15:00;NMGA; ;21011
301705;2101;1;A01;     10; ;2010-03-23 12:00;2010-03-23 15:00;NMGA; ;21011
301705;2101;1;A01;     11; ;2010-03-30 12:00;2010-03-30 15:00;LLAB; ;21011
301705;2101;1;A01;     12; ;2010-04-06 12:00;2010-04-06 15:00;NMGA; ;21011
301705;2101;1;DF1;      1;FIN;2010-04-25 09:00;2010-04-25 12:00; ; ;21011
3019003;2093;1;S01;      1; ;2009-09-01 18:45;2009-09-01 21:45;LLAB; ;20931
3019003;2093;1;S01;      2; ;2009-09-08 18:45;2009-09-08 21:45;LLAB; ;20931
3019003;2093;1;S01;      3; ;2009-09-15 18:45;2009-09-15 21:45;LLAB; ;20931
3019003;2093;1;S01;      4; ;2009-09-22 18:45;2009-09-22 21:45;LLAB; ;20931
3019003;2093;1;S01;      5; ;2009-09-29 18:45;2009-09-29 21:45;3064; ;20931
3019003;2093;1;S01;      6; ;2009-10-06 18:45;2009-10-06 21:45;LLAB; ;20931
3019003;2093;1;S01;      7; ;2009-10-20 18:45;2009-10-20 21:45;LLAB; ;20931
3019003;2093;1;S01;      8; ;2009-11-10 18:45;2009-11-10 21:45;LLAB; ;20931
3019003;2093;1;S01;      9; ;2009-11-17 18:45;2009-11-17 21:45;LLAB; ;20931
3019003;2093;1;S01;     10; ;2009-11-24 18:45;2009-11-24 21:45;LLAB; ;20931
3019003;2093;1;S01;     11; ;2009-12-01 18:45;2009-12-01 21:45;LLAB; ;20931
3019003;2093;1;S01;     12; ;2009-12-08 18:45;2009-12-08 21:45;LLAB; ;20931
3019003;2093;1;S02;      1; ;2009-09-02 18:45;2009-09-02 21:45;3049; ;20931
3019003;2093;1;S02;      2; ;2009-09-09 18:45;2009-09-09 21:45;3049; ;20931
3019003;2093;1;S02;      3; ;2009-09-16 18:45;2009-09-16 21:45;3049; ;20931
3019003;2093;1;S02;      4; ;2009-09-23 18:45;2009-09-23 21:45;3049; ;20931
3019003;2093;1;S02;      5; ;2009-09-30 18:45;2009-09-30 21:45;3049; ;20931
3019003;2093;1;S02;      6; ;2009-10-07 18:45;2009-10-07 21:45;3049; ;20931
3019003;2093;1;S02;      7; ;2009-10-14 18:45;2009-10-14 21:45;3049; ;20931
3019003;2093;1;S02;      8; ;2009-11-04 18:45;2009-11-04 21:45;3049; ;20931
3019003;2093;1;S02;      9; ;2009-11-11 18:45;2009-11-11 21:45;3049; ;20931
3019003;2093;1;S02;     10; ;2009-11-18 18:45;2009-11-18 21:45;3049; ;20931
3019003;2093;1;S02;     11; ;2009-11-25 18:45;2009-11-25 21:45;3049; ;20931
3019003;2093;1;S02;     12; ;2009-12-02 18:45;2009-12-02 21:45;3049; ;20931
3019003;2101;1;J01;      1; ;2010-01-05 15:30;2010-01-05 18:30;LLAB; ;21011
3019003;2101;1;J01;      2; ;2010-01-12 15:30;2010-01-12 18:30;LLAB; ;21011
3019003;2101;1;J01;      3; ;2010-01-19 15:30;2010-01-19 18:30;LLAB; ;21011
3019003;2101;1;J01;      4; ;2010-01-26 15:30;2010-01-26 18:30;LLAB; ;21011
3019003;2101;1;J01;      5; ;2010-02-02 15:30;2010-02-02 17:00;CGI; ;21011
3019003;2101;1;J01;      6; ;2010-02-02 17:00;2010-02-02 18:30;LLAB; ;21011
3019003;2101;1;J01;      7; ;2010-02-09 15:30;2010-02-09 18:30;LLAB; ;21011
3019003;2101;1;J01;      8; ;2010-02-16 15:30;2010-02-16 18:30;LLAB; ;21011
3019003;2101;1;J01;      9; ;2010-03-09 15:30;2010-03-09 18:30;LLAB; ;21011
3019003;2101;1;J01;     10; ;2010-03-16 15:30;2010-03-16 18:30;LLAB; ;21011
3019003;2101;1;J01;     11; ;2010-03-23 15:30;2010-03-23 18:30;LLAB; ;21011
3019003;2101;1;J01;     12; ;2010-03-30 15:30;2010-03-30 18:30;LLAB; ;21011
3019003;2101;1;J01;     13; ;2010-04-06 15:30;2010-04-06 18:30;LLAB; ;21011
302007;2093;1;DF1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
302007;2093;1;DF1;      1;FIN;2009-12-15 13:30;2009-12-15 16:30;SSAU;TOUS;20931
302007;2101;1;DF1;      1;FIN;2010-04-20 09:00;2010-04-20 12:00; ; ;21011
302007;2101;1;S01;      1; ;2010-01-08 18:45;2010-01-08 21:45;METR; ;21011
302007;2101;1;S01;      1;INTR;2010-02-28 09:00;2010-02-28 12:00; ; ;21011
302007;2101;1;S01;      2; ;2010-01-15 18:45;2010-01-15 21:45;METR; ;21011
302007;2101;1;S01;      2;FIN;2010-04-20 09:00;2010-04-20 12:00; ; ;21011
302007;2101;1;S01;      3; ;2010-01-22 18:45;2010-01-22 21:45;METR; ;21011
302007;2101;1;S01;      4; ;2010-01-29 18:45;2010-01-29 21:45;METR; ;21011
302007;2101;1;S01;      5; ;2010-02-05 18:45;2010-02-05 21:45;METR; ;21011
302007;2101;1;S01;      6; ;2010-02-12 18:45;2010-02-12 21:45;METR; ;21011
302007;2101;1;S01;      7; ;2010-02-19 18:45;2010-02-19 21:45;METR; ;21011
302007;2101;1;S01;      8; ;2010-03-12 18:45;2010-03-12 21:45;METR; ;21011
302007;2101;1;S01;      9; ;2010-03-19 18:45;2010-03-19 21:45;METR; ;21011
302007;2101;1;S01;     10; ;2010-03-26 18:45;2010-03-26 21:45;METR; ;21011
302007;2101;1;S01;     11; ;2010-04-09 18:45;2010-04-09 21:45;METR; ;21011
302007;2101;1;S01;     12; ;2010-04-13 18:45;2010-04-13 21:45;METR; ;21011
3020901;2093;1;DF1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
3020901;2093;1;DF1;      1;FIN;2009-12-10 18:30;2009-12-10 21:30;3033;TOUS;20931
3020901;2093;1;W01;      1; ;2009-09-03 18:45;2009-09-03 21:45;3044; ;20931
3020901;2093;1;W01;      1;INTR;2009-10-29 18:30;2009-10-29 21:30;3020;A à ROBI;20931
3020901;2093;1;W01;      2; ;2009-09-10 18:45;2009-09-10 21:45;3044; ;20931
3020901;2093;1;W01;      2;INTR;2009-10-29 18:30;2009-10-29 21:30;3034;ROBJ à Z;20931
3020901;2093;1;W01;      3; ;2009-09-17 18:45;2009-09-17 21:45;3044; ;20931
3020901;2093;1;W01;      3;FIN;2009-12-10 18:30;2009-12-10 21:30;3064;A à THEV;20931
3020901;2093;1;W01;      4; ;2009-09-24 18:45;2009-09-24 21:45;3044; ;20931
3020901;2093;1;W01;      4;FIN;2009-12-10 18:30;2009-12-10 21:30;3033;THEW à Z;20931
3020901;2093;1;W01;      5; ;2009-10-01 18:45;2009-10-01 21:45;3044; ;20931
3020901;2093;1;W01;      6; ;2009-10-08 18:45;2009-10-08 21:45;3044; ;20931
3020901;2093;1;W01;      7; ;2009-10-15 18:45;2009-10-15 21:45;3044; ;20931
3020901;2093;1;W01;      8; ;2009-11-05 18:45;2009-11-05 21:45;3044; ;20931
3020901;2093;1;W01;      9; ;2009-11-12 18:45;2009-11-12 21:45;3044; ;20931
3020901;2093;1;W01;     10; ;2009-11-19 18:45;2009-11-19 21:45;3044; ;20931
3020901;2093;1;W01;     11; ;2009-11-26 18:45;2009-11-26 21:45;3044; ;20931
3020901;2093;1;W01;     12; ;2009-12-03 18:45;2009-12-03 21:45;3044; ;20931
3020901;2101;1;DF1;      1;FIN;2010-04-25 13:30;2010-04-25 16:30; ; ;21011
3020901;2101;1;S01;      1; ;2010-01-04 18:45;2010-01-04 21:45;3020; ;21011
3020901;2101;1;S01;      1;INTR;2010-03-06 09:00;2010-03-06 12:00; ; ;21011
3020901;2101;1;S01;      2; ;2010-01-11 18:45;2010-01-11 21:45;3020; ;21011
3020901;2101;1;S01;      2;FIN;2010-04-25 13:30;2010-04-25 16:30; ; ;21011
3020901;2101;1;S01;      3; ;2010-01-18 18:45;2010-01-18 21:45;3020; ;21011
3020901;2101;1;S01;      4; ;2010-01-25 18:45;2010-01-25 21:45;3020; ;21011
3020901;2101;1;S01;      5; ;2010-02-01 18:45;2010-02-01 21:45;3020; ;21011
3020901;2101;1;S01;      6; ;2010-02-08 18:45;2010-02-08 21:45;3020; ;21011
3020901;2101;1;S01;      7; ;2010-02-15 18:45;2010-02-15 21:45;3020; ;21011
3020901;2101;1;S01;      8; ;2010-03-08 18:45;2010-03-08 21:45;3020; ;21011
3020901;2101;1;S01;      9; ;2010-03-15 18:45;2010-03-15 21:45;3020; ;21011
3020901;2101;1;S01;     10; ;2010-03-22 18:45;2010-03-22 21:45;3020; ;21011
3020901;2101;1;S01;     11; ;2010-03-29 18:45;2010-03-29 21:45;3020; ;21011
3020901;2101;1;S01;     12; ;2010-04-12 18:45;2010-04-12 21:45;3020; ;21011
3020901;2101;1;W01;      1; ;2010-01-06 18:45;2010-01-06 21:45;DETO; ;21011
3020901;2101;1;W01;      1;INTR;2010-03-06 09:00;2010-03-06 12:00; ; ;21011
